rank,employee_id,pay_period_index,final_anomaly_score,risk_category,primary_reason,secondary_reason,gross_pay,expected_gross_pay,difference_from_expected,peer_context,rule_reason_codes,dollars_at_risk,anomaly_category,explanation,rule_pay_after_termination,rule_duplicate_signature,rule_nonpositive_active_pay,rule_negative_net_pay,rule_net_exceeds_gross,rule_extreme_overtime,rule_large_manual_adjustment,rule_pay_rate_change
2,SYN-E00455,18,0.4816411664784036,medium,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,8046.84,4475.53,3571.3100000000004,3991.505,extreme_overtime,2931.08,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
3,SYN-E00315,18,0.4379854044394524,medium,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,10912.63,4177.785,6734.844999999999,6194.16,pay_rate_change,3574.64,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
4,SYN-E00011,18,0.43463073821318227,medium,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,16460.44,4817.9400000000005,11642.499999999998,16460.44,none,11944.88,gross_pay_spike,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
5,SYN-E00585,18,0.3440488309995215,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7526.49,5608.32,1918.17,2533.67,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
6,SYN-E00223,18,0.32615436110760426,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,7670.15,4535.385,3134.7649999999994,4115.780000000001,pay_rate_change,3104.8,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
7,SYN-E00014,18,0.29588814242166284,low,Rule flag: pay_rate_change,Review recommended before treating the record as an approved exception,6393.44,4673.535,1719.9049999999997,3538.08,pay_rate_change,1892.02,incorrect_pay_rate,"Synthetic payroll record requires review: Rule flag: pay_rate_change. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,1
8,SYN-E00486,18,0.28611698843766753,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8004.59,7562.26,442.3299999999999,3373.6,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
9,SYN-E00409,18,0.28054429894585053,low,High combined anomaly score,Review recommended before treating the record as an approved exception,6452.65,5472.635,980.0149999999994,4496.46,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
10,SYN-E00182,18,0.26877940010865803,low,High combined anomaly score,Review recommended before treating the record as an approved exception,5266.65,4358.575,908.0749999999998,4898.72,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
11,SYN-E00261,18,0.2621804290974856,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7663.89,7006.995000000001,656.8949999999995,3842.7349999999997,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
12,SYN-E00113,18,0.26130006767687824,low,Rule flag: extreme_overtime,Elevated overtime hours contribute to payroll risk,6971.27,4172.530000000001,2798.74,6971.27,extreme_overtime,2722.12,overtime_spike,"Synthetic payroll record requires review: Rule flag: extreme_overtime. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,1,0,0
13,SYN-E00314,18,0.24309443617826143,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,7679.59,4202.15,3477.4400000000005,5327.14,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
14,SYN-E00650,18,0.2365380795076519,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7369.58,5468.1849999999995,1901.3950000000004,3932.76,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
15,SYN-E00001,18,0.23346088860768982,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,7717.24,6572.235000000001,1145.0049999999992,4034.87,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
16,SYN-E00284,18,0.23165993200124715,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,8150.22,6924.8150000000005,1225.4049999999997,5419.96,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
17,SYN-E00087,18,0.21625375701295207,low,Gross pay materially differs from similar peer group,Review recommended before treating the record as an approved exception,6844.41,4573.450000000001,2270.959999999999,4459.93,none,0.0,normal,"Synthetic payroll record requires review: Gross pay materially differs from similar peer group. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
18,SYN-E00128,18,0.21029216174849907,low,High combined anomaly score,Elevated overtime hours contribute to payroll risk,4868.36,3668.495,1199.8649999999998,4561.004999999999,none,0.0,normal,"Synthetic payroll record requires review: High combined anomaly score. Elevated overtime hours contribute to payroll risk. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
19,SYN-E00002,18,0.2023766010396131,low,Gross pay changed sharply versus prior payroll history,Review recommended before treating the record as an approved exception,6033.25,3094.79,2938.46,4684.34,none,0.0,normal,"Synthetic payroll record requires review: Gross pay changed sharply versus prior payroll history. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",0,0,0,0,0,0,0,0
20,SYN-E00215,18,0.20015347687916635,low,Rule flag: pay_after_termination,Review recommended before treating the record as an approved exception,4919.57,4900.455,19.11499999999978,3453.735,pay_after_termination,0.0,pay_after_termination,"Synthetic payroll record requires review: Rule flag: pay_after_termination. Review recommended before treating the record as an approved exception. This is an exception triage signal, not a misconduct conclusion.",1,0,0,0,0,0,0,0
